,PassengerId,0
338,1230,0.12034394
339,1231,0.18221211
340,1232,0.1591109
341,1233,0.1086858
342,1234,0.14616756
343,1235,0.8284701
344,1236,0.11703527
345,1237,0.42612508
346,1238,0.10761096
347,1239,0.47226855
348,1240,0.113656156
349,1241,0.967425
350,1242,0.9511741
351,1243,0.109190136
352,1244,0.36854446
353,1245,0.07447105
354,1246,0.508231
355,1247,0.25439268
356,1248,0.9274657
357,1249,0.11389303
358,1250,0.07679771
359,1251,0.32932502
360,1252,0.2065821
361,1253,0.99221146
362,1254,0.967425
363,1255,0.12446411
364,1256,0.9768599
365,1257,0.2579166
366,1258,0.18943714
367,1259,0.34197128
368,1260,0.95154226
369,1261,0.15804343
370,1262,0.12613568
371,1263,0.9663225
372,1264,0.22694303
373,1265,0.06630365
374,1266,0.9249476
375,1267,0.92887133
376,1268,0.38697574
377,1269,0.12613568
378,1270,0.25258005
379,1271,0.21596986
380,1272,0.07679771
381,1273,0.08764051
382,1274,0.32921323
383,1275,0.39444745
384,1276,0.096065655
385,1277,0.9654934
386,1278,0.13401525
387,1279,0.04620581
388,1280,0.10186232
389,1281,0.21926956
390,1282,0.47618043
391,1283,0.94379145
392,1284,0.18520129
393,1285,0.060299363
394,1286,0.12476355
395,1287,0.96952516
396,1288,0.09278489
397,1289,0.9439583
398,1290,0.14105433
399,1291,0.07507991
400,1292,0.93287337
401,1293,0.0811708
402,1294,0.9791318
403,1295,0.57759017
404,1296,0.28331357
405,1297,0.2654545
406,1298,0.11504598
407,1299,0.48139122
408,1300,0.6580626
409,1301,0.500491
410,1302,0.65819514
411,1303,0.9966538
412,1304,0.35194603
413,1305,0.113973126
414,1306,0.9571043
415,1307,0.0912337
416,1308,0.113973126
417,1309,0.19758143
